clause_text,label
Licensor agrees not to grant the right to use the Duval Identification to anyone other than Company in connection with the advertisement and promotion of Products.,exclusivity
"In the event the Distributor loses exclusivity on a territory due to not meeting Performance Benchmarks, the Distributor shall maintain exclusivity on any and all existing Products that are in the field and operating at them time exclusivity if forfeited.",exclusivity
"Neither party may solicit or enter into any agreement with any third party regarding third-party promotional opportunities with respect to the Wireless Products without the other party's prior written consent; provided that the foregoing will not limit Licensee's rights to market and promote the Wireless Products directly and through (i) CSPs, subject to any Fox approval rights set forth elsewhere in this Agreement, or (ii) Fox's right to engage in third party promotions for the Properties involving wireless content otherwise sourced or created.",exclusivity
"Subject to the terms and conditions of this Agreement, RevMed hereby grants to Sanofi an exclusive (even as to RevMed and its Affiliates), royalty-bearing license (which shall be sub-licensable solely as provided in Section 3.4) under the RevMed Licensed Technology, to Research, Develop, Manufacture, use, sell, offer for sale, import and otherwise Commercialize and exploit Products (including, for clarity, any Companion Diagnostics with respect to such Products) in the Field in the Licensed Territory.",exclusivity
"""The Vitamin Shoppe is the proud exclusive vitamin sponsor of drkoop.com.""",exclusivity
"If, within five (5) business days of receipt of such  notice from Aura, Zanotti does not agree to match such price, the exclusive supplier rights granted pursuant to









  Article 2 above shall, upon Aura's sole election, immediately become non-exclusive with respect to such specific Product to which the lower price  applies and Aura shall have full discretion to purchase or otherwise obtain such Product from sources other than Zanotti.",exclusivity
"Upon the [***], Harpoon (on behalf of itself and its Affiliates) hereby grants to AbbVie a co-exclusive (with Harpoon), royalty-free (subject to [***] [***]) license, with the right to grant sublicenses in accordance with Section 5.3, under the Harpoon Patents, the Harpoon Know-How, and Harpoon's interests in the Joint Patents and the Joint Know- How, to Develop and Manufacture the Licensed Compounds and Licensed Products solely to the extent necessary for AbbVie to perform [***].",exclusivity
"During the License Term (which is identified in the Deal Terms), Producer agrees that ConvergTV has the exclusive right to exercise the rights granted to it under this Agreement with respect to the Program, including those in Section 1, within the Licensed Territory.",exclusivity
"Within 30 days after the Effective Date, Neoforma shall provide a copy of all Neoforma Laboratory Product Listings existing as of the Effective Date to VerticalNet for use on the VerticalNet Sites on an exclusive basis (even as to Neoforma), to the extent Neoforma has the right to do so.",exclusivity
SpinCo shall have the sole right to use the title Steam/its generation and use to publish future editions of the Steam Book.,exclusivity
You have been granted an exclusive trade area by this Agreement.,exclusivity
"Subject only to the Exclusivity Exceptions, NCM shall be Network Affiliate's exclusive representative with respect to the procurement of  Inventory (including without limitation all on-screen advertising) for the Advertising Services.",exclusivity
In no event will Excite enter                  into arrangements to make available opportunities to purchase                  Music Products from parties other than Sponsor that would                  prevent Sponsor from being the exclusive source of such Music                  Products on the Excite Site once the Music Products become                  available through Sponsor.,exclusivity
"SFJ shall use commercially reasonable efforts to obtain from each Third Party contractor that SFJ or its Affiliate proposes to engage to conduct activities under or in connection with this Agreement on behalf of SFJ or its Affiliates (i) an assignment, (ii) an exclusive, worldwide, royalty-free, fully-paid, freely-assignable license, with the right to sublicense through multiple tiers, or (iii) a non‑exclusive, worldwide, royalty-free, fully-paid, freely-assignable license, with the right to sublicense through multiple tiers ((i) through (iii) in order of preference), to PB of any Trial Invention that such Third Party contractor conceives, discovers, develops or otherwise makes in connection with activities conducted relating to this Agreement.",exclusivity
"For the avoidance of doubt, PFHOF has the exclusive and sole relationship with the NFL, its 32 Member Clubs, NFL Legends and Gold Jackets for any and all PFHOF and HOFV activities; provided, however, that any communication relating to any investment by the NFL in any Village Media Company project, may be made directly through the President of PFHOF or the Chief Executive Officer of HOFV; and, provided further, that the Village Media Company shall have the right to present opportunities related to any of the above for approval by PFHOF.",exclusivity
"SpinCo, for itself and as representative of all other members of the SpinCo Group, hereby grants to RemainCo (x) a perpetual, irrevocable, exclusive, royalty-free, worldwide right and license with the right to grant sublicenses (solely as set forth in Section 5.6) to use the SpinCo Know- How currently or previously used in connection with the RemainCo Business or otherwise in the possession of RemainCo or any member of the RemainCo Group as of Distribution Date (the ""Licensed SpinCo Know-How""), for the continued operation of the RemainCo Business and any future extensions of the RemainCo Business in the RemainCo Core Field and (y) a perpetual, irrevocable, non-exclusive, royalty-free, worldwide right and license with the right to grant sublicenses (solely as set forth in Section 5.6) to use the Licensed SpinCo Know-How for the continued operation of the RemainCo Business and any future extensions of the RemainCo Business in any field other than the RemainCo Core Field or the SpinCo Core Field; provided, however, the foregoing licenses shall not extend to (i) SpinCo Know-How",exclusivity
"If the Client, in its reasonable discretion, consents, the Client is hereby granted an exclusive, worldwide, royalty-free, perpetual, irrevocable license to use, distribute, modify, publish, and otherwise exploit the incorporated items in connection with the work product developed for the Client.",exclusivity
"All communication with the National Football League (the ""NFL""), its 32 Member Clubs, NFL Legends and Gold Jackets shall be made exclusively and directly through PFHOF.",exclusivity
"You shall not purposely solicit sales and service to customers located outside Your Exclusive Territory, provided such activity in not within an assigned Exclusive Territory.",exclusivity
"Excite will                   not permit the display of advertising banners, promotional                   buttons, promotional links or other promotional materials for                   any retail sale of Music Products on the Excite Site, except                   those Music Products offered by Sponsor, nor advertising by                   any other Retail Music Store.",exclusivity
"Subject to the terms and conditions of this Agreement, Licensor hereby grants to Licensee, and Licensee hereby accepts from Licensor, an  exclusive, non-transferable (except as set forth in Section 10.7) and non-sublicensable (except as provided in Section 2.1(c)) license to use the  Licensed Domain Names in connection with the Business during the Term",exclusivity
"Except as specifically provided in the Distribution Agreement, Conformis shall be prohibited from   developing or assisting another in developing, or causing another to develop, Patient-Specific Instrumentation for Off-The-Shelf   Knee Implants for any Third Party in the field of orthopedics until January 1, 2032 (or earlier, to the extent set forth in Section   2.3.3.4 or Section 2.3.5 of the Distribution Agreement), with the exception that Conformis (including any entity involved in a   Change of Control of Conformis, any such entity an ""Acquirer""), may develop Patient-Specific Instrumentation for any Off-The-   Shelf Implants of Conformis, an Acquirer or any of their Affiliates.",exclusivity
"of the SpinCo Group, hereby grants to RemainCo (x) a perpetual, irrevocable, exclusive, royalty-free, worldwide right and license to use the Foundational Software, including any Intellectual Property embodied therein, for the continued operation of the RemainCo Business and any future extensions of the RemainCo Business in the RemainCo Core Field and (y) a perpetual, irrevocable, non-exclusive, royalty-free, worldwide right and license to use the Foundational Software, including any Intellectual Property embodied therein, for the continued operation of the RemainCo Business and any future extensions of the RemainCo Business in any field other than the SpinCo Core Field or the RemainCo Core Field. The foregoing licenses includes the right to reproduce, prepare derivative works, distribute, perform and otherwise exploit such Foundational Software and to use the Foundational Software to design, develop, manufacture, have manufactured, sell and support products and services.",exclusivity
"Subject to the terms and conditions of this Agreement, MacroGenics hereby grants to Green Cross an exclusive, royalty- bearing (i) license, with the right to grant sublicenses (subject to Section 10.1(b)), under the MacroGenics Licensed Technology and the MacroGenics Licensed Trademarks; and (ii) to the extent needed under this Section 10.1(a), sublicense under the MacroGenics Licensed Technology licensed pursuant to the Upstream Agreements, in the case of each of (i) and (ii), to conduct the Phase I Clinical Development Plan and Phase II Clinical Development Plan, and to distribute, sell, offer for sale and import Products in the Field in the Territory during the Term.",exclusivity
"HCI shall not either directly or indirectly license or deliver content to or carry on or be engaged with any other Canadian portal web site, being a Web site which aggregates and markets a variety of content directed to multiple communities of interest and which offers products,

Source: HEALTHCENTRAL COM, S-1/A, 11/8/1999





tools and services to a broad base of Canadian end users.",exclusivity
"Without limiting the foregoing, Distributor will have the exclusive right and responsibility in the Field in the Territory for the following:

(i) designing the Commercialization strategy and tactics for the Product, subject to JSC approval of the Commercialization Plan;

(ii) undertaking all promotional activities for the Product;",exclusivity
exclusive rights (including without limitation such references in Sections 2.1,exclusivity
"World Book shall have no right to allow any party other than HSWI, including World Book, to publish, distribute, duplicate, or otherwise use the Reference Content that comprises the Affinities on the Open Free Web for purposes of creating any materials that are the same or similar to the Affinities and published online or in any other free digital media.",exclusivity
"Subject to the terms and conditions of this Agreement, RevMed hereby grants to Sanofi an exclusive option, under the Patent Rights and Know-How claiming or embodied in the [***].",exclusivity
"Licensor hereby grants to Licensee an exclusive in the Territory to (1) make Sublicense Copies and copies of the Documentation to meet the demand of Redistributors and Customers and (2) market and sublicense Sublicense Copies and copies of the Documentation, together with any copies of promotional and other materials which Licensor may produce or obtain from time to time to assist Licensee in marketing and sublicensing the Licensed Products during the term of this Agreement by any one or more of the following means:

     (a)  TO A REDISTRIBUTOR: To a Redistributor pursuant to a Redistributor           Agreement containing substantially the same terms and conditions as           are set forth in this Agreement (subject to Section 2.5) and a           Sublicense with each Customer of Redistributor in accordance with           subsection 2.2(b); or

     (b)  TO CUSTOMERS: Pursuant to a Sublicense signed by the Customer.",exclusivity
"Kitov hereby grants to Dexcel a fully paid, limited license right to use all of its Confidential Information and Intellectual Property Rights (including, inter alia, the Kitov Foreground IP, Kitov Data, Kitov's share of the Joint IP, and the Trademark (""Kitov Product IP"")) necessary in order for Dexcel to manufacture, Label, package with the Livery, test and release the Product for shipment, exclusively for Kitov, for and during the Term.",exclusivity
"AIRSOPURE hereby grants to You the exclusive right to solicit customers for the Products by direct mail advertising, or other approved means, but not including the World Wide Web (Internet) nor by printed catalogues, in",exclusivity
"For purposes of this Agreement, ""Women.com Competitive Company"" means any company that Women.com reasonably presents as, and eDiets reasonably agrees is, a direct competitor to Women.com by providing an on-line portal for women, including, but not limited to, Oxygen Media and iVillage,",exclusivity
"licensed by SpinCo or any other member of the SpinCo Group if and to the extent the licensing of same to RemainCo would constitute a breach of an agreement with any Third Party executed prior to the Effective Date or result in any expense to SpinCo or any member of the SpinCo Group for payments to such Third Party or (ii) any intellectual property not owned by one or more members of the SpinCo Group, or as to which no member of the SpinCo Group has the right to grant sublicenses, as of the Effective Date.",exclusivity
"Cargill hereby grants Bioamber, and Bioamber hereby accepts, an exclusive, royalty-free license to Cargill Improvements and Joint  Improvements for use in the Field during the term of this Development Agreement with a reservation of right for Cargill to practice  such Cargill Improvements and Joint Improvements for use in the field of succinic acid and salts thereof during the term of this  Development Agreement.",exclusivity
"Without limitation of the preceding sentence or any other provision of this Agreement, Allied shall identify and name Newegg as a Founding Partner, and as the exclusive Technology E-Commerce (or E-tail) Partner, of the Arena and in all of Allied's marketing materials in connection with the Arena where reasonably practicable.",exclusivity
"If this Agreement is extended beyond the Initial Term, as hereinafter defined, the number of Customer Locations to be secured to maintain exclusivity during the pendency of the Agreement shall be increased to 50 from 25.",exclusivity
"Provided that Constellation is not then in breach of its obligations pursuant to this Agreement, including without limitation Section 2.1 hereof, and provided that Constellation has available for purchase a product or service which meets the needs of the HOF Entities at competitive market pricing, (a) neither of the HOF Entities shall purchase, at any time during the Term, any commodity electricity or gas from any person or entity other than Constellation and its affiliates and (b) in the event and to the extent mutually agreed by the Parties, neither of the HOF Entities shall grant or award to any company designated by Constellation (and mutually agreeable to the HOF Entities) any project which the Parties mutually agree shall not be granted or awarded to such company",exclusivity
"(If exclusive agreement, add ""Developer expressly acknowledges that the exclusive rights granted herein apply only to the right to develop new restaurants in the Territory, and no exclusive territory or radius protection for the term of any Franchise Agreement is granted herein and any such protection shall be set forth in the particular Franchise Agreement to be signed."")",exclusivity
"Depomed agrees to grant and hereby grants to King an exclusive option (exercisable at King's sole discretion by providing written notice of intent at any time, but in no event later than 180 days after the Effective Date) to obtain an exclusive license in the Territory to certain of Depomed's proprietary drug delivery technology in combination with both metformin hydrochloride and any other active pharmaceutical ingredients (a ""Combination Product License"").",exclusivity
"Subject to Section 2(e), the grant set out in Clause 2(b)(i) is exclusive such that Ehave shall not license any other Person to, nor may Ehave itself, license, sub-license the use of, or provide services similar to, the Ehave Companion Solution within the Field of Use anywhere in the Territory.",exclusivity
"All act which may damage the right of user of Baidu promotion, damage user experience, disturb market cooperation order of the Union, adversely affect Baidu product and business reputation of Baidu, constitute unfair competition against Baidu or violate legal right of Baidu are forbidden by the Union, including but not limited to:",exclusivity
"(iii) establishing and implementing post-marketing surveillance studies for the Product in the Territory as required or recommended by a Regulatory Authority;

(iv) receiving, accepting and filling orders for the Product from customers;

(v) warehousing and distributing the Product to customers;

(vi) controlling invoicing, order processing and collection of accounts receivable for sales of the Product;

(vii) recording sales of the Product in the Territory in its books of account for sales; and

(viii) providing results of sales of the Product in the Territory for purposes of periodic safety reports and exposure estimates.",exclusivity
"Go Call shall not engage in the same or similar promotions during                the Term of this Agreement with any other entity providing paging                services, equipment or other related products and services.",exclusivity
"As between the Parties, and without limiting MD Anderson's assistance obligations under Section 7.2(b), LBIO shall have the sole and exclusive right to file patents covering or claiming Inventions and shall bear all costs with respect to the prosecution and maintenance thereof.",exclusivity
"In order to keep your exclusivity, you agree to purchase a minimum of the following:   $170,000.00 of soup from us in 2015 $1,600,00.00 of soup from us in 2016 $3,200,000.00 of soup from us in 2017 $5,000,000.00 of soup from us in 2018 and shall increase 10% each year thereafter.",exclusivity
"TL will hold exclusive worldwide                   rights to promote and sell the product through the following                   distribution channels: Outgoing telemarketing, General Market                   retail, and General Market catalogs, and exclusive rights                   within the United States for Television Direct response.",exclusivity
"During the Term,",exclusivity
"In consideration of the exclusivity rights granted to LEA, commencing with the seventh (7t h) month of the Term and continuing each year of the Term thereafter, the minimum Royalties payable to T&B each month shall be the greater of the (i) applicable monthly Base Royalty and Marketing Royalty or (ii) $200,000.",exclusivity
"The licenses granted herein are exclusive worldwide licenses to:   1.         make, have made, use, lease, sell and import Licensed Products for the legal purposes of researching, developing, manufacturing, assembling, distributing, and selling the Licensed Products;   2.         make, have made, use and import machines, tools, materials and other instrumentalities, insofar as such machines, tools, materials and other instrumentalities are involved in or incidental to the research, development, manufacture, testing or repair of Licensed Products which are or have been made, used, leased, owned, sold or imported by the Licensee; and   3.         convey to any customer of the Licensee, with respect to any Licensed Product which is sold or leased to such customer, rights to use and resell such Licensed Product as sold or leased by Licensee (whether or not as part of a larger combination); provided, however, that no rights may be conveyed to customers with respect to any Invention which is directed to (i) a combination of such Licensed Product (as sold or leased) with any other product, (ii) a method or process which is other than the inherent use of such Licensed Product itself (as sold or leased), or (iii) a method or process involving the use of a Licensed Product to manufacture (including associated testing) any other product.",exclusivity
"IMPCO expressly agrees that during the existence of this Agreement, IMPCO shall not enter into any other Joint Venture Agreement or Marketing/Distribution Agreement, with any company or person(s) in the Territory with respect to the Products.",exclusivity
"Distributor shall have the exclusive right to market, promote, sell, offer for sale, import, package and otherwise Commercialize the Product in the Field in the Territory, at its sole cost and expense, in accordance with Applicable Laws and the Commercialization Plan and subject to the terms and conditions of this Agreement.",exclusivity
"The license granted by SIGA to MMT under this Section 2.1(a) will be exclusive even as to SIGA with respect to rights to Promote the Product in the Field in the Territory, except as set forth in Section 2.4 below.",exclusivity
Lucid appoints the Distributor and the Distributor accepts appointment as an exclusive authorized Lucid Distributor.,exclusivity
"Distributor hereby grants Zogenix an irrevocable, perpetual, royalty-free, fully paid-up, exclusive license with the right to grant sublicenses to use such Data solely generated and co-owned by Distributor outside of the Territory and a co-exclusive license in the Territory upon expiration or termination of the Agreement.",exclusivity
"Rubicon hereby grants to ISA during the Term (as defined below) and subject to the exclusions described in 2.4 below an exclusive, non-transferable license in the United States to market, sell, use, display, perform, sublicense and distribute the Rubicon Offerings, the  Documentation and, subject to Section 2.2, any upgrades thereto, subject to the conditions set forth in this Agreement",exclusivity
"For the Initial Term of this Agreement, iVillage agrees that Ford shall be the exclusive automobile manufacturer sponsor and advertiser throughout the Network, with respect to entities whose primary business is that of an automotive manufacturer and/or retailer.",exclusivity
"Notwithstanding anything to the contrary contained herein, the exclusive appointment and license set out in Sections 2(a) and 2(b) shall become non-exclusive if: (i) at any time during the Term hereof, CHT breaches Section 2(d) as determined by arbitration in accordance with Section 19(c) or by a final non-appealable judgment of a court of competent jurisdiction; or (ii) at any time after November 1, 2010 CHT fails to achieve annual revenues of $500,000.",exclusivity
"In exchange for the exclusive distribution right and license granted to Distributor pursuant to this Agreement, during the Term, Distributor hereby agrees to purchase the Products from Vendor, where such Products are fit for purpose and ready for sale in the Territory, as determined by Distributor, as follows:

  5.1.1. As of the Effective Date, one hundred (100) units of the PokerOne™ Shuffler at a price of Four Thousand Nine Hundred Dollars ($4,950.00 U.S.) per unit, where Vendor shall ship the units no later than the end of January 2005;

  5.1.2. Upon the delivery of two (2) units of the Random Plus™ Shuffler to Distributor and the expiration of a review period ending thirty (30) calendar days after the receipt of delivery by Distributor,, where such review by Distributor determines that the Random Plus™ Shuffler is fit for purpose and ready for commercial sale in the Territory, one hundred (100) units of the Random Plus™ Shuffler at a price of Four Thousand Nine Hundred Fifty Dollars ($4,950.00 U.S.) per unit, where Vendor shall ship the units no later than 30 days after the review period;

-5-





  5.1.3. Upon the receipt of any necessary approvals or approval waivers and the expiration of a review period ending thirty (30) calendar days after the receipt of delivery by Distributor of two (2) units of the Continuous Plus™ Shuffler, where such review by Distributor determines that the Continuous Plus™ Shuffler is fit for purpose and ready for commercial sale in the Territory, one hundred (100) units of the Continuous Plus™ Shuffler at a price of Five Thousand Nine Hundred Fifty Dollars ($5,950.00 U.S.);

  5.1.4. Within thirty (30) days of the one (1) year anniversary of the Effective Date, an additional two hundred (200) units of the Products comprising any mix of the shuffler products offered by Vendor; and

  5.1.5. Any additional number of units of the Products as may be submitted by Distributor to Vendor pursuant to a Purchase Order (as defined herein).",exclusivity
"During the Term, each Party hereby provides a worldwide, exclusive, royalty free, perpetual license of such Intellectual Property Rights for use by each licensee in its business in connection with the development and marketing and commercialization of the Product.",exclusivity
"FG shall have the exclusive right, including the right to authorize others, to market, sell and distribute the Lead Compounds for any use in the FG Territory. Subject to the restrictions contained in Section 8.3.4 hereof, FG retains the exclusive right, including the right to authorize others, to market, sell and distribute worldwide the Lead Compounds for use outside the Field.",exclusivity
Kiromic is committed to sharing patents and know-how in relation to the following products which will be licensed to the JV exclusively for the application in the specific and limited field of sars-cov-2 threat and relative disease COVID-19: (i) VAPAs-Viral Antigen Proteins Associated © (Kiromic-2020) derived from Diamonds AI - Artificial Intelligence Platform for Discovery and Prediction Antigen Protein (ii) Platform of DC Vaccines (dendritic cell vaccine) - for therapeutic purposes - nominated BSK 01; (iii) Oral Delivery Platform for Prophylactic Vaccine - accompanying immuno-boosting therapy - therapeutic vaccine administration - nominated BSK02 (iv) Other patents eventually applicable in the specific field.,exclusivity
"Subject to the terms and conditions of this Distributor Agreement, Company hereby appoints and grants Distributor the exclusive right to sell and distribute the Products to customers that Distributor introduce and confirmed by Company, (in all territory of United State of America (USA) and to render other services as a distributor for Company as set forth herein.",exclusivity
"Subject to the conditions and limitations set forth in this Agreement, the Licensor hereby grants to the Licensee, and the Licensee hereby accepts, (i) an exclusive, fee-bearing, non-transferable distribution right of the Licensed Product in the Territory during the Term (the ""Distribution""), (ii) an exclusive, royalty-free, non-transferable license to the Licensor's Patents and Trademarks to register, import, export, store, handle, commercialize, have commercialized, promote, have promoted, distribute, have distributed, sell and have sold the Licensed Product during the Term, without the right to sublicense (the ""License""), and (iii) an exclusive, royalty-bearing, non-transferable license to the Intellectual Property (except Patents and Trademarks ) and the Developed Intellectual Property and a right to obtain the technology transfer of the Know-How to manufacture the Licensed Product in the Territory during the Term, pursuant to the conditions set forth in Article 2.3 below and elsewhere in this Agreement (the ""Technology Transfer""), all to register, import, export, store, handle, commercialize, have commercialized, promote, have promoted, distribute, have distributed, manufacture, have manufactured, sell and have sold the Licensed Product during the Term, without the right to sublicense.",exclusivity
"Under no circumstances shall Licensee enter into an exclusive distribution agreement with a CSP other than VGSL in the following territories (""VGSL Territories"") covered under the VGSL Agreement: (1) United Kingdom; (2) Ireland; (3) Germany; (4) Spain; (5) France; (6) Sweden; (7) Switzerland; (8) Portugal; (9) Netherlands; (10) Greece; (11) Italy; (12) Australia; (13) New Zealand; (14) Egypt; (15) Slovenia; (16) Belgium; (17) Austria; (18) Hungary; (19) Malta; (20) Croatia; (21) South Africa; and (22) Japan.",exclusivity
"Neoforma hereby grants VerticalNet an exclusive license to use, modify, enhance, reproduce, display, perform and transmit the Neoforma T&E Content, subject to and in accordance with the terms, conditions and provisions of this Agreement.",exclusivity
World Book shall not license to any third parties or otherwise use the Content as Affinities in any digital form during the term of the license.,exclusivity
"Subject to Articles 5.1 and 5.2, IGER grants CERES an exclusive, world-wide license, with the right to grant sublicenses, to use and exploit  commercially (a) IGER's interest in any JOINT INTELLECTUAL PROPERTY (including but not limited to RELEASED VARIETIES) and OTHER  RESEARCH RESULTS; (b) IGER INTELLECTUAL PROPERTY and (c) when and only to the extent necessary for the commercialization or use of  JOINT INTELLECTUAL PROPERTY and/or OTHER RESEARCH RESULTS and/or IGER INTELLECTUAL PROPERTY for the  COLLABORATION CROPS, IGER BACKGROUND INTELLECTUAL PROPERTY, subject to paying IGER reasonable remuneration (whether as  a royalty or in some other form as the Parties may agree) to be negotiated in good faith.",exclusivity
"BOSCH hereby grants CLIENT the ""Exclusive Distribution License Rights"" sell and distribute the Products within the ""Territory"".",exclusivity
"The Driver shall not appear in a race uniform or driving suit other than the





Logan's uniform/suit in connection with or portraying involvement in NASCAR LMSC racing, whether or not used in product advertising or promotion.",exclusivity
"Logan's also shall have the exclusive right to promote its Logan's trademark on the side of the helmet, as shown on Exhibit B to this Agreement.",exclusivity
All sales towards customers for bunker fuel will be carried out exclusively by Bunker One in accordance to the terms set forth herein. As such all communication with customers shall go via Bunker One unless otherwise is specific written agreed in advance.,exclusivity
"The Company appoints the Distributor as an  exclusive  distributor  of Products in the Market,  subject to the terms and conditions of this Agreement.",exclusivity
the Exclusive Territory described above and in Exhibit A.,exclusivity
Dynamex agrees not to provide sameday delivery services for any other        provider of next day or multiple day courier services.,exclusivity
"In exchange for the exclusive distribution right and license provided in Section 2 of this Agreement, Distributor hereby agrees during the Term to use its best commercial efforts to promote, advertise and distribute the Products throughout the Territory, including, without limitation, the following:",exclusivity
"Bioamber hereby grants Cargill, and Cargill hereby accepts, an exclusive, worldwide, royalty-free license with an unlimited right to  sublicense under and to Bioamber Improvements for use outside the Field during the term of this Development Agreement",exclusivity
"Subject to the provisions of this Agreement, Bioeq hereby grants to Licensee an exclusive (even as to Bioeq), milestone- and royalty-bearing, non-transferable license (including the right to grant sublicenses only to the extent permitted by Section 2.1.2) under the Licensed Technology (including the Licensed Patents) to use, sell, have sold, import, have imported or otherwise Commercialize the Licensed Products in the Field in the Territory.",exclusivity
"Party A shall not establish any same or similar cooperative relationship with any third party in respect of such businesses nor shall it make any same or similar arrangement, unless with the prior written consent of Party B.",exclusivity
"Subject to the terms contained herein, PAPA JOHN'S and ABG agree and acknowledge that during the Term of this Agreement and for one (1) year thereafter, ABG shall be prohibited from granting any rights for CELEBRITY identical or similar to the rights granted to PAPA JOHN'S hereunder to any entity other than PAPA JOHN'S for the purpose of directly promoting, advertising, making an appearance on behalf of, or endorsing Competitive Products; provided, however, that in the event this Agreement is terminated pursuant to Section 7.B. of this Agreement, the prohibition referenced above shall be for a period of six (6) months, except that the prohibition shall referenced above shall not apply (or shall immediately cease to apply, as applicable) in the event of any one or more of the following: (i) the Agreement is terminated due to PAPA JOHN'S failure to pay to ABG any monies under this Agreement, as set forth herein, (ii) the Agreement is terminated due to PAPA JOHN'S failure to grant, issue, or cause to vest any of the RSUs (as hereinafter defined) under this Agreement, as set forth herein, (iii) PAPA JOHN'S failure to pay to ABG any monies under Section 7.D.a. or Section 7.D.b. of this Agreement, as set forth herein, or (iv) PAPA JOHN'S failure to grant, issue, or cause to vest any of the RSUs under Section 7.E.a. or Section 7.E.b. of this Agreement, as set forth herein.",exclusivity
"During the term of this Agreement, Consultant will not, directly or indirectly (whether for compensation or without compensation) engage in or provide consulting services, or enter into any agreement either written or oral, that would present a material conflict with any of the provisions of this Agreement, or would preclude Consultant from complying with the terms and conditions hereof.",exclusivity
"SIERRA  hereby   appoints   ENVISION  as  its  exclusive          distributor  for the  Product  in any blend  with  Krill Oil within the          Territory  subject to ENVISION  fulfilling  the terms and conditions of          the best efforts marketing requirements set forth herein in Sections 4,          5,  and  9.",exclusivity
"Hydraspin certifies, stipulates, and agrees that the Hydraspin will deal exclusively with and through the Distributor in relation to the distribution of the Products in the Territory",exclusivity
MBE shall not enter into any agreement or arrangement with any      provider of an online or Internet-based manifest system other than the      Company.,exclusivity
"Notwithstanding the foregoing, during the term and for a period of one (1) year thereafter, Theismann shall not use,  permit the use of, or license to others the Property in connection with the advertisement, promotion, and sale of any network or Internet service,  including but limited to all computer/video games, CD-ROMs, and/or interactive video of any form, except for a pre-existing license by Theismann.",exclusivity
"During the Exclusive Roundup Sale Period, neither Monsanto nor any of its Affiliates shall, directly or indirectly through its or their agents, employees or representatives or otherwise, solicit, or cause the solicitation of, or in any way encourage the making of, any offer, proposal or indication of interest involving a Roundup Sale or negotiate with, respond to any inquiry from (except for ""no comment"" or another statement agreed to by the Agent), cooperate with or furnish or cause or authorize to be furnished any information to, any third party or its agents, employees or representatives with respect thereto, or disclose to any third party that a Roundup Sale Notice has been provided to the Agent.",exclusivity
"Subject to payment of the Annual Minimum Commitment (""AMC""  - defined herein), Diversinet hereby grants to Reseller an exclusive, non- transferable and non-assignable right to market, sell, and sub-license those Diversinet products listed in Schedule 2 (the ""Products"") within the  territory listed in Schedule 3 (the ""Territory"") to Canadian headquartered companies, and governmental and broader public sector entities located  in Canada.",exclusivity
NFLA agrees not to grant the right to use the NFLAs Identification to anyone other than Company in connection with the advertisement and promotion of Products.,exclusivity
(b) eDiets will be the exclusive third party provider of content and interactive tools for diets and diet counseling to Women.com within the Diet Center;,exclusivity
"During the Term, subject to the terms of the AMI/MEA Agreement, Customer dedicates and commits to this Agreement, and shall deliver or cause to be delivered to the Transportation System for transportation hereunder, all of Customer's owned or controlled residue Gas delivered from any of the Plants.",exclusivity
"The Company hereby appoints and grants Distributor the exclusive right to sell the products of the Company, including the Snotarator™ Nasal Aspirator,  (""Products"") listed in the current ""Price List"" (Exhibit ""A"" attached hereto).",exclusivity
Schoolpop shall have the exclusive right to resell Cards in                   the NPO Marketplace.,exclusivity
No marketing exclusivity in any category or with respect to any competitors of Sponsor is conferred or implied by this Agreement except to the extent explicitly set forth in the Agreement Summary.,exclusivity
"Subject to Section 1.2, Franchisor hereby grants to Franchisee the exclusive right, (a) to establish and operate Smaaash Centres in the Territory, (b) to sub-license the right to establish and operate Smaaash Centres to third party franchisees in and for the Territory, (c) a license to use the products and other services developed by Franchisor with respect to the Smaaash Centres (including a right to authorise the use of products and services developed by the Franchisor by third party franchisees), in the Territory, and (d) to identify third party franchisees for the Smaaash Centres in the Territory.",exclusivity
"HDI shall have the exclusive right to use of the ""Deerskin"" brand for a self-contained web site for the offering of Deerskin Products directly to the consumer on the Internet.",exclusivity
Distributor shall (a) procure the Products solely from STAAR (or its affiliates),exclusivity
"HEMISPHERX hereby grants to SCIEN and SCIEN hereby accepts the right, privilege and exclusive license to use of ""Interferon alfa-n3 (human leukocyte derived)"" solely in connection with the terms of the Sales, Marketing, Distribution and Supply Agreement of Product in the Territory for the Term of this Agreement. S",exclusivity
"Rubicon hereby grants to ISA during the Term and subject to the exclusions described in 2.4 below an exclusive, non-transferable  license in the United States to grant licenses to use, display, perform and distribute the Rubicon Offerings and the Documentation to other  resellers, including, but not limited to, distributors, Original Equipment Manufacturers, system integrators and Value-Added Resellers, for further  sale and distribution to End Users for their use as described above, subject to the conditions set forth in this Agreement.",exclusivity
Reseller shall not obtain the           TouchStar Software or Support Services (or any software or services           which compete with the TouchStar Software) for sale from any Entity           other than TouchStar or its authorized agents.,exclusivity
"In  consideration  of  the  payments,  through  the  issuance  of securities  to AJR as provided for in Section 3 hereof,  AJR agrees to designate XC as an associate sponsor and the ""exclusive  technology  sponsor"" for wearable computer  technology"" of the Team for the Season and grants to XC the rights and benefits of such sponsorship as more fully set forth herein.",exclusivity
